Symbol,Name,Sector,Industry
PEGA,Pegasystems Inc. Common Stock,Technology,EDP Services
PEN,Penumbra Inc. Common Stock,Health Care,Medical/Dental Instruments
PENN,PENN Entertainment Inc. Common Stock,Consumer Discretionary,Hotels/Resorts
PEP,PepsiCo Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution)
PFE,Pfizer Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
PFG,Principal Financial Group Inc Common Stock,Finance,Accident &Health Insurance
PFGC,Performance Food Group Company Common Stock,Consumer Discretionary,Food Distributors
PFH,Prudential Financial Inc. 4.125% Junior Subordinated Notes due 2060,Finance,Life Insurance
PFSI,PennyMac Financial Services Inc. Common Stock,Finance,Finance: Consumer Services
PG,Procter & Gamble Company (The) Common Stock,Consumer Discretionary,Package Goods/Cosmetics
PGNY,Progyny Inc. Common Stock,Health Care,Misc Health and Biotechnology Services
PGR,Progressive Corporation (The) Common Stock,Finance,Property-Casualty Insurers
PGTI,PGT Innovations Inc.,Industrials,Building Products
PH,Parker-Hannifin Corporation Common Stock,Industrials,Metal Fabrications
PHG,Koninklijke Philips N.V. NY Registry Shares,Health Care,Medical Electronics
PHI,PLDT Inc. Sponsored ADR,Telecommunications,Telecommunications Equipment
PHM,PulteGroup Inc. Common Stock,Consumer Discretionary,Homebuilding
PI,Impinj Inc. Common Stock,Technology,Industrial Machinery/Components
PII,Polaris Inc. Common Stock,Consumer Discretionary,Industrial Specialties
PINC,Premier Inc. Class A Common Stock,Consumer Discretionary,Other Consumer Services
PINS,Pinterest Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing
PIPR,Piper Sandler Companies Common Stock,Finance,Investment Bankers/Brokers/Service
PJT,PJT Partners Inc. Class A Common Stock,Finance,Investment Managers
PK,Park Hotels & Resorts Inc. Common Stock ,Consumer Discretionary,Hotels/Resorts
PKG,Packaging Corporation of America Common Stock,Consumer Discretionary,Containers/Packaging
PKX,POSCO Holdings Inc. American Depositary Shares (Each representing 1/4th of a share of Common Stock),Industrials,Steel/Iron Ore
PLAY,Dave & Buster's Entertainment Inc. Common Stock,Consumer Discretionary,Restaurants
PLD,Prologis Inc. Common Stock,Real Estate,Real Estate Investment Trusts
PLMR,Palomar Holdings Inc. Common stock,Finance,Property-Casualty Insurers
PLNT,Planet Fitness Inc. Common Stock,Consumer Discretionary,Hotels/Resorts
PLTK,Playtika Holding Corp. Common Stock,Technology,EDP Services
PLTR,Palantir Technologies Inc. Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
PLUG,Plug Power Inc. Common Stock,Energy,Industrial Machinery/Components
PLUS,ePlus inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
PLXS,Plexus Corp. Common Stock,Technology,Electrical Products
PM,Philip Morris International Inc Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
PNC,PNC Financial Services Group Inc. (The) Common Stock,Finance,Major Banks
PNFP,Pinnacle Financial Partners Inc. Common Stock,Finance,Major Banks
PNM,PNM Resources Inc. (Holding Co.) Common Stock,Utilities,Electric Utilities: Central
PNR,Pentair plc. Ordinary Share,Industrials,Industrial Machinery/Components
PNW,Pinnacle West Capital Corporation Common Stock,Utilities,Electric Utilities: Central
PODD,Insulet Corporation Common Stock,Health Care,Medical/Dental Instruments
POOL,Pool Corporation Common Stock,Consumer Discretionary,Industrial Specialties
POR,Portland General Electric Co Common Stock,Utilities,Electric Utilities: Central
POST,Post Holdings Inc. Common Stock,Consumer Staples,Packaged Foods
POWI,Power Integrations Inc. Common Stock,Technology,Semiconductors
POWWP,AMMO Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Stock,Industrials,Ordnance And Accessories
PPBI,Pacific Premier Bancorp Inc,Finance,Major Banks
PPC,Pilgrim's Pride Corporation Common Stock,Consumer Staples,Meat/Poultry/Fish
PPG,PPG Industries Inc. Common Stock,Consumer Discretionary,Paints/Coatings
PPL,PPL Corporation Common Stock,Utilities,Electric Utilities: Central
PR,Permian Resources Corporation Class A Common Stock,Energy,Oil & Gas Production
PRCT,PROCEPT BioRobotics Corporation Common Stock,Health Care,Medical Specialities
PRFT,Perficient Inc. Common Stock,Technology,EDP Services
PRGO,Perrigo Company plc Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
PRGS,Progress Software Corporation Common Stock (DE),Technology,Computer Software: Prepackaged Software
PRH,Prudential Financial Inc. 5.950% Junior Subordinated Notes due 2062,Finance,Life Insurance
PRI,Primerica Inc. Common Stock,Finance,Life Insurance
PRIM,Primoris Services Corporation Common Stock,Industrials,Water Sewer Pipeline Comm & Power Line Construction
PRK,Park National Corporation Common Stock,Finance,Major Banks
PRKS,United Parks & Resorts Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
PRMW,Primo Water Corporation Common Stock,Consumer Staples,Farming/Seeds/Milling
PRS,Prudential Financial Inc. 5.625% Junior Subordinated Notes due 2058,Finance,Life Insurance
PRU,Prudential Financial Inc. Common Stock,Finance,Life Insurance
PRVA,Privia Health Group Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
PSA,Public Storage Common Stock,Real Estate,Real Estate Investment Trusts
PSEC,Prospect Capital Corporation Common Stock,Finance,Finance/Investors Services
PSMT,PriceSmart Inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
PSN,Parsons Corporation Common Stock,Technology,EDP Services
PSNY,Polestar Automotive Holding UK PLC Class A ADS,Consumer Discretionary,Auto Manufacturing
PSO,Pearson Plc Common Stock,Consumer Discretionary,Books
PSTG,Pure Storage Inc. Class A Common Stock,Technology,Electronic Components
PSX,Phillips 66 Common Stock,Energy,Integrated oil Companies
PTC,PTC Inc. Common Stock,Technology,Computer Software: Prepackaged Software
PTCT,PTC Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
PTEN,Patterson-UTI Energy Inc. Common Stock,Energy,Oil & Gas Production
PTVE,Pactiv Evergreen Inc. Common stock,Consumer Discretionary,Containers/Packaging
PUK,Prudential Public Limited Company Common Stock,Finance,Life Insurance
PVH,PVH Corp. Common Stock,Consumer Discretionary,Apparel
PWR,Quanta Services Inc. Common Stock,Industrials,Engineering & Construction
PWSC,PowerSchool Holdings Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
PXD,Pioneer Natural Resources Company Common Stock,Energy,Oil & Gas Production
PYCR,Paycor HCM Inc. Common Stock,Technology,Computer Software: Prepackaged Software
PYPL,PayPal Holdings Inc. Common Stock,Consumer Discretionary,Business Services
PZZA,Papa John's International Inc. Common Stock,Consumer Discretionary,Restaurants
QCOM,QUALCOMM Incorporated Common Stock,Technology,Computer peripheral equipment
QDEL,QuidelOrtho Corporation Common Stock,Health Care,Medical Specialities
QFIN,Qifu Technology Inc. American Depositary Shares,Finance,Finance: Consumer Services
QGEN,Qiagen N.V. Common Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QLYS,Qualys Inc. Common Stock,Technology,Computer Software: Prepackaged Software
QRTEP,Qurate Retail Inc. 8.0% Fixed Rate Cumulative Redeemable Preferred Stock,Consumer Discretionary,Catalog/Specialty Distribution
QRVO,Qorvo Inc. Common Stock,Technology,Semiconductors
QS,QuantumScape Corporation Class A Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
QSR,Restaurant Brands International Inc. Common Shares,Consumer Discretionary,Restaurants
QTWO,Q2 Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software
R,Ryder System Inc. Common Stock,Consumer Discretionary,Rental/Leasing Companies
RACE,Ferrari N.V. Common Shares,Consumer Discretionary,Auto Manufacturing
RAMP,LiveRamp Holdings Inc. Common Stock,Technology,EDP Services
RARE,Ultragenyx Pharmaceutical Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
RBA,RB Global Inc. Common Stock,,
RBC,RBC Bearings Incorporated Common Stock,Industrials,Metal Fabrications
RBCP,RBC Bearings Incorporated 5.00% Series A Mandatory Convertible Preferred Stock,Industrials,Metal Fabrications
RBLX,Roblox Corporation Class A Common Stock,Technology,EDP Services
RCB,Ready Capital Corporation 6.20% Senior Notes due 2026,Real Estate,Real Estate Investment Trusts
RCC,Ready Capital Corporation 5.75% Senior Notes due 2026,Real Estate,Real Estate Investment Trusts
RCI,Rogers Communication Inc. Common Stock,Telecommunications,Cable & Other Pay Television Services
RCKT,Rocket Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
RCL,Royal Caribbean Cruises Ltd. Common Stock,Consumer Discretionary,Marine Transportation
RCM,R1 RCM Inc. Common Stock,Consumer Discretionary,Other Consumer Services
RDN,Radian Group Inc. Common Stock,Finance,Property-Casualty Insurers
RDNT,RadNet Inc. Common Stock,Health Care,Medical Specialities
RDY,Dr. Reddy's Laboratories Ltd Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
REG,Regency Centers Corporation Common Stock,Real Estate,Real Estate Investment Trusts
REGCO,Regency Centers Corporation 5.875% Series B Cumulative Redeemable Preferred Stock,,
REGCP,Regency Centers Corporation 6.25% Series A Cumulative Redeemable Preferred Stock,,
REGN,Regeneron Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),Consumer Discretionary,Business Services
RELY,Remitly Global Inc. Common Stock,Technology,Computer Software: Prepackaged Software
REXR,Rexford Industrial Realty Inc. Common Stock,Real Estate,Real Estate Investment Trusts
REYN,Reynolds Consumer Products Inc. Common Stock,Consumer Discretionary,Containers/Packaging
REZI,Resideo Technologies Inc. Common Stock ,Industrials,Wholesale Distributors
RF,Regions Financial Corporation Common Stock,Finance,Major Banks
RGA,Reinsurance Group of America Incorporated Common Stock,Finance,Life Insurance
RGEN,Repligen Corporation Common Stock,Health Care,Medical/Dental Instruments
RGLD,Royal Gold Inc. Common Stock,Industrials,Precious Metals
RH,RH Common Stock,Consumer Discretionary,Other Specialty Stores
RHI,Robert Half Inc. Common Stock,Consumer Discretionary,Professional Services
RHP,Ryman Hospitality Properties Inc. (REIT),Real Estate,Real Estate Investment Trusts
RIG,Transocean Ltd (Switzerland) Common Stock,Energy,Oil & Gas Production
RIO,Rio Tinto Plc Common Stock,Basic Materials,Metal Mining
RIOT,Riot Platforms Inc. Common Stock ,Finance,Finance: Consumer Services
RITM,Rithm Capital Corp. Common Stock,Real Estate,Real Estate Investment Trusts
RIVN,Rivian Automotive Inc. Class A Common Stock,Consumer Discretionary,Auto Manufacturing
RJF,Raymond James Financial Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
RKLB,Rocket Lab USA Inc. Common Stock,Industrials,Aerospace
RKT,Rocket Companies Inc. Class A Common Stock,Finance,Finance: Consumer Services
RL,Ralph Lauren Corporation Common Stock,Consumer Discretionary,Apparel
RLI,RLI Corp. Common Stock (DE),Finance,Property-Casualty Insurers
RLX,RLX Technology Inc. American Depositary Shares each representing the right to receive one (1) Class A ordinary share,Health Care, Medicinal Chemicals and Botanical Products 
RMBS,Rambus Inc. Common Stock,Technology,Semiconductors
RMD,ResMed Inc. Common Stock,Health Care,Medical/Dental Instruments
RNG,RingCentral Inc. Class A Common Stock,Technology,EDP Services
RNR,RenaissanceRe Holdings Ltd. Common Stock,Finance,Property-Casualty Insurers
ROAD,Construction Partners Inc. Class A Common Stock,Industrials,Engineering & Construction
ROCK,Gibraltar Industries Inc. Common Stock,Industrials,Steel/Iron Ore
ROG,Rogers Corporation Common Stock,Industrials,Major Chemicals
ROIV,Roivant Sciences Ltd. Common Shares,Health Care,Biotechnology: Pharmaceutical Preparations
ROK,Rockwell Automation Inc. Common Stock,Industrials,Industrial Machinery/Components
ROKU,Roku Inc. Class A Common Stock,Telecommunications,Cable & Other Pay Television Services
ROL,Rollins Inc. Common Stock,Finance,Diversified Commercial Services
ROP,Roper Technologies Inc. Common Stock,Industrials,Industrial Machinery/Components
ROST,Ross Stores Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
RPD,Rapid7 Inc. Common Stock,Technology,Computer Software: Prepackaged Software
RPM,RPM International Inc. Common Stock,Consumer Discretionary,Paints/Coatings
RPRX,Royalty Pharma plc Class A Ordinary Shares ,Health Care,Biotechnology: Pharmaceutical Preparations
RRC,Range Resources Corporation Common Stock,Energy,Oil & Gas Production
RRR,Red Rock Resorts Inc. Class A Common Stock,Consumer Discretionary,Hotels/Resorts
RRX,Regal Rexnord Corporation Common Stock,Consumer Discretionary,Metal Fabrications
RS,Reliance Inc. Common Stock,Industrials,Metal Fabrications
RSG,Republic Services Inc. Common Stock,Utilities,Environmental Services
RTO,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares),Consumer Discretionary,Other Consumer Services
RTX,RTX Corporation Common Stock,Industrials,Aerospace
RUM,Rumble Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
RUN,Sunrun Inc. Common Stock,Miscellaneous,Industrial Machinery/Components
RUSHA,Rush Enterprises Inc. Common Stock Cl A,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
RUSHB,Rush Enterprises Inc. Class B,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
RVMD,Revolution Medicines Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RVTY,Revvity Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
RWTN,Redwood Trust Inc. 9.125% Senior Notes Due 2029,,
RXO,RXO Inc. Common Stock,,
RXRX,Recursion Pharmaceuticals Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
RY,Royal Bank Of Canada Common Stock,Finance,Commercial Banks
RYAAY,Ryanair Holdings plc American Depositary Shares,Consumer Discretionary,Air Freight/Delivery Services
RYAN,Ryan Specialty Holdings Inc. Class A Common Stock,Finance,Specialty Insurers
RYN,Rayonier Inc. REIT Common Stock,Real Estate,Real Estate Investment Trusts
RYTM,Rhythm Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
S,SentinelOne Inc. Class A Common Stock,Technology,EDP Services
SAIA,Saia Inc. Common Stock,Industrials,Trucking Freight/Courier Services
SAIC,Science Applications International Corporation Common Stock,Technology,EDP Services
SAM,Boston Beer Company Inc. (The) Common Stock,Consumer Staples,Beverages (Production/Distribution)
SAN,Banco Santander S.A. Sponsored ADR (Spain),Finance,Commercial Banks
SANM,Sanmina Corporation Common Stock,Technology,Electrical Products
SAP,SAP  SE ADS,Technology,Computer Software: Prepackaged Software
SATS,EchoStar  Corporation Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
SBAC,SBA Communications Corporation Class A Common Stock,Real Estate,Real Estate Investment Trusts
SBCF,Seacoast Banking Corporation of Florida Common Stock,Finance,Major Banks
SBLK,Star Bulk Carriers Corp. Common Shares,Consumer Discretionary,Marine Transportation
SBRA,Sabra Health Care REIT Inc. Common Stock,Real Estate,Real Estate Investment Trusts
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),Utilities,Water Supply
SBSW,D/B/A Sibanye-Stillwater Limited ADS,Basic Materials,Precious Metals
SBUX,Starbucks Corporation Common Stock,Consumer Discretionary,Restaurants
SCCO,Southern Copper Corporation Common Stock,Basic Materials,Metal Mining
SCHW,Charles Schwab Corporation (The) Common Stock,Finance,Investment Bankers/Brokers/Service
SCI,Service Corporation International Common Stock,Consumer Discretionary,Other Consumer Services
SDRL,Seadrill Limited Common Shares,Energy,Oil & Gas Production
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,Consumer Discretionary,Other Consumer Services
SEB,Seaboard Corporation Common Stock,Industrials,Farming/Seeds/Milling
SEDG,SolarEdge Technologies Inc. Common Stock,Technology,Semiconductors
SEE,Sealed Air Corporation Common Stock,Industrials,Major Chemicals
SEIC,SEI Investments Company Common Stock,Finance,Investment Bankers/Brokers/Service
SEM,Select Medical Holdings Corporation Common Stock,Health Care,Hospital/Nursing Management
SF,Stifel Financial Corporation Common Stock,Finance,Investment Bankers/Brokers/Service
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,Finance,Investment Bankers/Brokers/Service
SFBS,ServisFirst Bancshares Inc. Common Stock,Finance,Major Banks
SFM,Sprouts Farmers Market Inc. Common Stock,Consumer Staples,Food Chains
SFNC,Simmons First National Corporation Class A Common Stock,Finance,Major Banks
SG,Sweetgreen Inc. Class A Common Stock,Consumer Discretionary,Restaurants
SGRY,Surgery Partners Inc. Common Stock,Health Care,Hospital/Nursing Management
SHAK,Shake Shack Inc. Class A Common Stock,Consumer Discretionary,Restaurants
SHC,Sotera Health Company Common Stock,Health Care,Medical Specialities
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,Energy,Oil & Gas Production
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,Finance,Major Banks
SHLS,Shoals Technologies Group Inc. Class A Common Stock,Technology,Semiconductors
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,Consumer Discretionary,Hotels/Resorts
SHOO,Steven Madden Ltd. Common Stock,Consumer Discretionary,Shoe Manufacturing
SHOP,Shopify Inc. Class A Subordinate Voting Shares,,
SHW,Sherwin-Williams Company (The) Common Stock,Consumer Discretionary,RETAIL: Building Materials
SID,Companhia Siderurgica Nacional S.A. Common Stock,Industrials,Steel/Iron Ore
SIG,Signet Jewelers Limited Common Shares,Consumer Discretionary,Consumer Specialties
SIGI,Selective Insurance Group Inc. Common Stock,Finance,Property-Casualty Insurers
SIM,Grupo Simec S.A.B. de C.V. American Depositary Shares,Industrials,Steel/Iron Ore
SIMO,Silicon Motion Technology Corporation American Depositary Shares,Technology,Semiconductors
SIRI,Sirius XM Holdings Inc. Common Stock,Consumer Discretionary,Broadcasting
SITC,SITE Centers Corp. Common Stock,Real Estate,Real Estate Investment Trusts
SITE,SiteOne Landscape Supply Inc. Common Stock,Consumer Discretionary,Professional and commerical equipment
SIX,Six Flags Entertainment Corporation New Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
SJM,The J.M. Smucker Company Common Stock,Consumer Staples,Packaged Foods
SKM,SK Telecom Co. Ltd. Common Stock,Telecommunications,Telecommunications Equipment
SKT,Tanger Inc. Common Stock,Real Estate,Real Estate Investment Trusts
SKX,Skechers U.S.A. Inc. Common Stock,Consumer Discretionary,Shoe Manufacturing
SKY,Skyline Champion Corporation Common Stock,Consumer Discretionary,Homebuilding
SKYW,SkyWest Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
SLAB,Silicon Laboratories Inc. Common Stock,Technology,Semiconductors
SLB,Schlumberger N.V. Common Stock,Energy,Oilfield Services/Equipment
SLF,Sun Life Financial Inc. Common Stock,Consumer Discretionary,Advertising
SLG,SL Green Realty Corp Common Stock,Real Estate,Real Estate Investment Trusts
SLGN,Silgan Holdings Inc. Common Stock,Industrials,Containers/Packaging
SLM,SLM Corporation Common Stock,Finance,Finance: Consumer Services
SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,Finance,Finance: Consumer Services
SLVM,Sylvamo Corporation Common Stock,Basic Materials,Paper
SM,SM Energy Company Common Stock,Energy,Oil & Gas Production
SMAR,Smartsheet Inc. Class A Common Stock,Technology,EDP Services
SMCI,Super Micro Computer Inc. Common Stock,Technology,Computer Manufacturing
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),Finance,Commercial Banks
SMG,Scotts Miracle-Gro Company (The) Common Stock,Industrials,Agricultural Chemicals
SMMT,Summit Therapeutics Inc. Common Stock ,Health Care,Biotechnology: Pharmaceutical Preparations
SMPL,The Simply Good Foods Company Common Stock,Consumer Staples,Packaged Foods
SN,SharkNinja Inc. Ordinary Shares,,
SNA,Snap-On Incorporated Common Stock,Consumer Discretionary,Industrial Machinery/Components
SNAP,Snap Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing
SNDR,Schneider National Inc. Common Stock,Industrials,Trucking Freight/Courier Services
SNEX,StoneX Group Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
SNN,Smith & Nephew SNATS Inc. Common Stock,Health Care,Industrial Specialties
SNOW,Snowflake Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
SNPS,Synopsys Inc. Common Stock,Technology,Computer Software: Prepackaged Software
SNV,Synovus Financial Corp. Common Stock,Finance,Major Banks
SNX,TD SYNNEX Corporation Common Stock,Technology,EDP Services
SNY,Sanofi ADS,Health Care,Biotechnology: Pharmaceutical Preparations
SO,Southern Company (The) Common Stock,Utilities,Power Generation
SOFI,SoFi Technologies Inc. Common Stock  ,Finance,Diversified Financial Services
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,Utilities,Power Generation
SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,Utilities,Power Generation
SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,Basic Materials,Metal Mining
SON,Sonoco Products Company Common Stock,Consumer Discretionary,Containers/Packaging
SONO,Sonos Inc. Common Stock,Consumer Discretionary,Consumer Electronics/Video Chains
SONY,Sony Group Corporation American Depositary Shares ,Consumer Staples,Consumer Electronics/Appliances
SOUN,SoundHound AI Inc Class A Common Stock,Technology,EDP Services
SPB,Spectrum Brands Holdings Inc. Common Stock,Miscellaneous,Industrial Machinery/Components
SPG,Simon Property Group Inc. Common Stock,Real Estate,Real Estate Investment Trusts
SPGI,S&P Global Inc. Common Stock,Finance,Finance: Consumer Services
SPLK,Splunk Inc. Common Stock,Technology,Computer Software: Prepackaged Software
SPNT,SiriusPoint Ltd. Common Shares,Finance,Property-Casualty Insurers
SPOT,Spotify Technology S.A. Ordinary Shares,Consumer Discretionary,Broadcasting
SPR,Spirit Aerosystems Holdings Inc. Common Stock,Industrials,Military/Government/Technical
SPSC,SPS Commerce Inc. Common Stock,Technology,EDP Services
SPT,Sprout Social Inc Class A Common Stock,Technology,EDP Services
SPXC,SPX Technologies Inc. Common Stock,Industrials,Industrial Machinery/Components
SQ,Block Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
SQM,Sociedad Quimica y Minera S.A. Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SQSP,Squarespace Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
SR,Spire Inc. Common Stock,Utilities,Oil/Gas Transmission
SRAD,Sportradar Group AG Class A Ordinary Shares,Technology,Computer Software: Programming Data Processing
SRCL,Stericycle Inc. Common Stock,Industrials,Environmental Services
SRE,DBA Sempra Common Stock,Utilities,Oil/Gas Transmission
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,Utilities,Natural Gas Distribution
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),Health Care,Biotechnology: Pharmaceutical Preparations
SSB,SouthState Corporation Common Stock,Finance,Major Banks
SSD,Simpson Manufacturing Company Inc. Common Stock,Consumer Discretionary,Industrial Machinery/Components
SSL,Sasol Ltd. American Depositary Shares,Energy,Oil & Gas Production
SSNC,SS&C Technologies Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software
ST,Sensata Technologies Holding plc Ordinary Shares,Industrials,Industrial Machinery/Components
STAG,Stag Industrial Inc. Common Stock,Real Estate,Real Estate Investment Trusts
STE,STERIS plc (Ireland) Ordinary Shares,Health Care,Industrial Specialties
STEP,StepStone Group Inc. Class A Common Stock,Finance,Finance/Investors Services
STLA,Stellantis N.V. Common Shares,Consumer Discretionary,Auto Manufacturing
STLD,Steel Dynamics Inc.,Industrials,Steel/Iron Ore
STM,STMicroelectronics N.V. Common Stock,Technology,Semiconductors
STN,Stantec Inc Common Stock,Consumer Discretionary,Marine Transportation
STNE,StoneCo Ltd. Class A Common Shares,Technology,EDP Services
STNG,Scorpio Tankers Inc. Common Shares,Consumer Discretionary,Marine Transportation
STR,Sitio Royalties Corp. Class A Common Stock,Energy,Oil & Gas Production
STRA,Strategic Education Inc. Common Stock,Real Estate,Other Consumer Services
STRL,Sterling Infrastructure Inc. Common Stock,Industrials,Military/Government/Technical
STT,State Street Corporation Common Stock,Finance,Major Banks
STVN,Stevanato Group S.p.A. Ordinary Shares,Consumer Discretionary,Containers/Packaging
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,Real Estate,Real Estate Investment Trusts
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),Technology,Electronic Components
STZ,Constellation Brands Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution)
SU,Suncor Energy  Inc. Common Stock,Energy,Integrated oil Companies
SUI,Sun Communities Inc. Common Stock,Real Estate,Real Estate Investment Trusts
SUM,Summit Materials Inc. Class A Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SUN,Sunoco LP Common Units representing limited partner interests,Energy,Integrated oil Companies
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),Basic Materials,Paper
SVV,Savers Value Village Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
SWAV,Shockwave Medical Inc. Common Stock,Health Care,Medical/Dental Instruments
SWI,SolarWinds Corporation Common Stock,Technology,Computer Software: Prepackaged Software
SWK,Stanley Black & Decker Inc. Common Stock,Consumer Discretionary,Industrial Machinery/Components
SWKS,Skyworks Solutions Inc. Common Stock,Technology,Semiconductors
SWN,Southwestern Energy Company Common Stock,Energy,Oil & Gas Production
SWTX,SpringWorks Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SWX,Southwest Gas Holdings Inc. Common Stock (DE),Utilities,Oil & Gas Production
SXI,Standex International Corporation Common Stock,Industrials,Industrial Machinery/Components
SXT,Sensient Technologies Corporation Common Stock,Industrials,Major Chemicals
SYF,Synchrony Financial Common Stock,Finance,Finance: Consumer Services
SYK,Stryker Corporation Common Stock,Health Care,Medical/Dental Instruments
SYM,Symbotic Inc. Class A Common Stock,Industrials,Industrial Machinery/Components
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,Technology,Semiconductors
SYY,Sysco Corporation Common Stock,Consumer Discretionary,Food Distributors
T,AT&T Inc.,Telecommunications,Telecommunications Equipment
TAC,TransAlta Corporation Ordinary Shares,Utilities,Electric Utilities: Central
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),Health Care,Biotechnology: Pharmaceutical Preparations
TAL,TAL Education Group American Depositary Shares,Real Estate,Other Consumer Services
TALO,Talos Energy Inc. Common Stock,Energy,Oil & Gas Production
TAP,Molson Coors Beverage Company Class B Common Stock,Consumer Staples,Beverages (Production/Distribution)
TBB,AT&T Inc. 5.350% Global Notes due 2066,Telecommunications,Telecommunications Equipment
TBBB,BBB Foods Inc. Class A Common Shares,,
TBC,AT&T Inc. 5.625% Global Notes due 2067,Telecommunications,Telecommunications Equipment
TCBI,Texas Capital Bancshares Inc. Common Stock,Finance,Major Banks
TCN,Tricon Residential Inc. Common Shares,Finance,Real Estate
TCOM,Trip.com Group Limited American Depositary Shares,Consumer Discretionary,Business Services
TD,Toronto Dominion Bank (The) Common Stock,,
TDC,Teradata Corporation Common Stock,Technology,Computer Software: Prepackaged Software
TDG,Transdigm Group Incorporated Common Stock,Industrials,Military/Government/Technical
TDOC,Teladoc Health Inc. Common Stock,Health Care,Medical/Nursing Services
TDW,Tidewater Inc. Common Stock,Consumer Discretionary,Marine Transportation
TDY,Teledyne Technologies Incorporated Common Stock,Industrials,Industrial Machinery/Components
TEAM,Atlassian Corporation Class A Common Stock,Technology,Computer Software: Prepackaged Software
TECH,Bio-Techne Corp Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TECK,Teck Resources Ltd Ordinary Shares,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
